"holder","holder_class","segment","licenses","mining_lics","hectares","main_commodities","lics_in_default_2025","lics_cancelled_2024"
"MC Chewe Building and General Contractors Limit","organization","gemstones","1","0","44","Emerald","0","0"
"MC Mining Limited","organization","critical_battery","1","0","217","Nickel/Manganese/Quartz","1","0"
"MEDICI RESOURCES LIMITED","organization","gemstones","1","0","4297","Silver/Niobium (Columbium)/Nickel","0","0"
"Melai Company Limited","organization","gemstones","1","1","121","Emerald/Beryllium","1","0"
"Melaot Zones Mining and Engineering Limited","organization","critical_battery","1","0","3620","Lead/Manganese/Zinc","0","0"
"Meihua International Mining Limited","organization","gemstones","1","0","7658","Lead/Iron Ore/Tin","1","0"
"Mediterranean Mining Limited","organization","gold","1","1","149","Gold/Copper","1","1"
"Mega Press Limited","organization","gemstones","1","0","19962","Iron Ore/Manganese/Zinc","1","1"
"Mazalazambwe Multi-purpose Co-operative Society Limited","organization","critical_battery","1","1","7","Iron Ore/Lead/Nickel","0","0"
"Matalloy Company Limited","organization","base_metals","1","1","150","Copper","1","0"
"Matka Technical Services Limited","organization","critical_battery","1","0","3698","Manganese/Lead/Zinc","0","1"
"Masuku Copper Development Limited","organization","gemstones","1","0","182","Tantalum/Tin/Gold","0","0"
"Marumunachi Mining Company Limited","organization","gemstones","1","0","13","Emerald/Aquamarine","0","0"
"Masccor Construction And Plant Limited","organization","critical_battery","1","0","27481","Manganese/Silver/Copper","1","0"
"Matsimu Investment Limited","organization","critical_battery","1","0","43617","Tin/Tantalum","1","0"
"Maxsma Minerals Limited","organization","critical_battery","1","0","5952","Limestone (General)/Lead/Iron Ore","1","0"
"Mayiko Mining Limited","organization","critical_battery","1","0","871","Iron Ore/Manganese/Zinc","0","0"
"Maxping Mining Limited","organization","gemstones","1","0","845","Quartz/Gold/Silver","1","1"
"Max Global Ferro Alloys Limited","organization","critical_battery","1","1","37","Silica/Manganese","1","1"
"Maxchi Cargo Services Zambia Limited","organization","gemstones","1","0","144","Manganese/Nickel/Anhydrite","0","0"
"Momentum Mining Services Limited","organization","critical_battery","1","0","2166","Nickel/Manganese/Quartz","0","0"
"Muzuri Sana Mining Limited","organization","critical_battery","1","0","9367","Nickel/Lead/Zinc","0","0"
"Mvuu Resources Limited","organization","gold","1","0","1094","Iron Ore/Zinc/Gold","0","0"
"Muyongo Shilenga Small Scale Mining Co-operative Society Limited","organization","critical_battery","1","1","7","Lead/Manganese/Zinc","1","0"
"Muvalu Mining Company Limited","organization","base_metals","1","0","68627","Copper","1","0"
"Muwamba Nyama Mining & Agricultural Cooperative Society","organization","gemstones","1","1","7","Tourmaline","1","0"
"Mwabombeni Resources Limited","organization","energy_minerals","1","0","72","Fluorine-Fluorite/Iron Ore/Feldspar","0","0"
"Mwapanda Corner Multi-Purpose Co-operative Society Limited","organization","critical_battery","1","1","7","Mineral Sands/Manganese/Sand","0","0"
"Mwaphi Investmnet limited","organization","gemstones","1","0","8369","Gold/Manganese/Zinc","0","0"
"Mwangeli Emerald Mining Limited","organization","gemstones","1","1","155","Emerald","0","0"
"Mwakali Mining Limited","organization","gemstones","1","0","852","Iridium/Lead/Anhydrite","0","0"
"Mwalkan Investments Limited","organization","critical_battery","1","0","162","Manganese/Lead/Zinc","0","0"
"MUTUPA MINING MULT-PURPOSE COOPERATIVE SOCIETY LIMITED","organization","construction_materials","1","1","7","Stone/Sand/Granite","0","0"
"Musenga Resources Limited","organization","gold","1","1","53","Gold/Zinc/Cobalt","1","1"
"Musi Gems Limited","organization","gemstones","1","1","66","Emerald","1","1"
"Musanza Mining and Exploration Company Limited","organization","critical_battery","1","0","30","Lead/Iron Ore/Limestone (General)","1","0"
"Mupasi Mining Company Limited","organization","gemstones","1","0","45","Emerald","0","0"
"Musanza Exploration and Mining Co-operative Society Limited","organization","construction_materials","1","1","2","Stone/Granite","1","0"
"Musia Minerals Limited","organization","gemstones","1","0","24420","Limestone (General)/Iron Ore/Manganese","0","0"
"Mutane Akose Mining Coorperative Society Limited","organization","critical_battery","1","1","7","Manganese/Sand/Silica","1","0"
"Mutobo Mining & General Dealers Limited","organization","gemstones","1","0","945","Diamond/Emerald/Quartz","1","0"
"MUTABI MUTANZI MULTI-PURPOSE CO-OPERATIVE SOCIETY","organization","critical_battery","1","1","7","Manganese/Gold/Copper","1","0"
"Musokamuka Kasempa Mining and Construction Limited","organization","gold","1","0","3555","Gold/Copper","0","0"
"MUSOKONTWELELE MINING CO-OPERATIVE SOCIETY LIMITED","organization","critical_battery","1","1","7","Manganese/Gold/Copper","0","0"
"Nachingwali Enterprises Ltd","organization","gemstones","1","0","106","Emerald","0","0"
"NALEYE BLOCKS AND MINING MINERAL PROCESSING LIMITED","organization","gold","1","1","7","Gold/Copper","1","0"
"Nachilala Mining Company Limited","organization","gemstones","1","0","118","Garnet/Gold/Tourmaline","1","0"
"N.I.C Investments Limited","organization","critical_battery","1","0","77332","Nickel/Uranium/Zinc","1","1"
"Nabasuntwe Mining Ventures Co-operative Society Limited","organization","gemstones","1","1","7","Garnet/Feldspar/Iron Ore","0","0"
"Nalikolo Mining Limited","organization","critical_battery","1","0","1752","Malachite/Iron Ore/Manganese","0","0"
"Namadan General Trading Limited","organization","gold","1","0","133","Gold/Copper/Cobalt","1","0"
"Namita Construction and Mining Limited","organization","gold","1","0","20","Silver/Gold","0","1"
"Nalume Mining Limited","organization","base_metals","1","0","4012","Copper","0","0"
"NALILIMA MINING LIMITED","organization","gemstones","1","0","69","Fluorine-Fluorite/Gold/Dolomite","0","0"
"Nalucha Resources Limited","organization","gold","1","0","6167","Lead/Quartz/Zinc","0","0"
"Mzanga Enterprises Limited","organization","critical_battery","1","0","399","Lithium/Nickel/Tin","1","0"
"Mwaze Mining Co-operative Society Limited","organization","gold","1","1","7","Iron Ore/Gold/Copper","0","0"
"Mwaze Multipurpose Co-operative Society Limited","organization","gold","1","1","7","Iron Ore/Gold/Copper","0","0"
"Mwatwiinda Multi Purpose Co-operative Society Limited","organization","gemstones","1","1","7","Gold/Quartz/Amethyst","0","0"
"Mwapo Business Solutions Limited","organization","critical_battery","1","0","13","Nickel/Silver/Zinc","0","0"
"Mwashia Resources Limited","organization","critical_battery","1","0","3573","Manganese/Nickel/Zinc","1","0"
"Mwaze Village Multi Purpose Cooperative","organization","gold","1","1","7","Gold/Copper","1","0"
"Mwinu Mines Limited","organization","gemstones","1","0","39371","Lead/Iron Ore/Anhydrite","1","0"
"Myafi Mining Co-orperative Multi- Purpose Society","organization","gemstones","1","1","7","Saprolite/Rare EarthsElements/Tourmaline","1","0"
"Mwepago Mineral Resources","organization","base_metals","1","0","991","Talc-Soapstone/Zinc/Kaolin","0","0"
"Mweengwe Multi-Purpose Cooperative","organization","gold","1","1","7","Gold/Lead/Cobalt","0","0"
"Mwema Mining Investment Limited","organization","critical_battery","1","0","133","Limestone (General)/Manganese/Zinc","1","1"
"Mubaich Resources Limited","organization","gemstones","1","0","501","Lithium/Manganese/Lead","1","0"
"Mublecha Enteprises Limited","organization","critical_battery","1","0","989","Manganese/Zinc/Gold","1","0"
"Muamba and Company Ltd","organization","gemstones","1","1","143","Tourmaline/Quartz/Aquamarine","1","0"
"Mpavu Multi-Purpose Cooperative Society Limited","organization","gemstones","1","1","7","Quartz/Niobium (Columbium)/Aquamarine","1","0"
"MTDK INVESTMENT LIMITED","organization","gemstones","1","0","2097","Nickel/Lead/Zinc","0","0"
"Mufumbwe Mining Multi-purpose Co-operative Society Limited","organization","critical_battery","1","1","7","Quartz/Nickel/Rare EarthsElements","1","0"
"Mugwazo Mining Co-operative Society Limited","organization","gold","1","1","7","Gold/Copper/Cobalt","1","0"
"Mujimanzovu Resources Limited","organization","gemstones","1","0","41155","Mica/Gold/Quartz","0","0"
"Mugla Mining Investment Zambia Limited","organization","critical_battery","1","0","842","Lead/Manganese/Zinc","1","1"
"Mufwashi Mining Cooperative Society Limited","organization","gemstones","1","1","7","Gold/Iron Ore/Tourmaline","1","0"
"Mufwashi New Multi-purpose Co-operative Society Limited","organization","gold","1","1","7","Lead/Zinc/Gold","1","0"
"Mpaso Mining Company Ltd","organization","gemstones","1","0","417","Quartz/Gold/Tourmaline","1","1"
"Motherland Resources Limited","organization","critical_battery","1","0","393","Lithium/Limestone (General)/Nickel","0","1"
"Mount Horeb Investments Limited","organization","gemstones","1","1","85","Tin/Titanium/Tungsten","1","1"
"Mother Load Deposits Limited","organization","critical_battery","1","0","197","Lithium/Tin/Cobalt","1","1"
"Mon Fuel and Oil Investment","organization","critical_battery","1","0","767","Manganese/Limestone (General)/Zinc","1","0"
"Montauk Mining & Minerals Limited","organization","gold","1","0","21488","Iron Ore/Silver/Gold","0","1"
"MOUNT WATAI COPPER MINE LIMITED","organization","gemstones","1","0","20102","Nickel/Lead/Silver","0","0"
"Mpanga Mining Cooperative Society Limited","organization","gold","1","1","7","Platinum Group Metals/Silver/Uranium","0","0"
"Mpanga Yabusasa Investment Limited","organization","critical_battery","1","0","14699","Lead/Lithium/Manganese","0","0"
"Moyan Services Limited","organization","gold","1","1","7","Gold","1","0"
"Mowen Resourses Limited","organization","gemstones","1","0","6560","Malachite/Iron Ore/Zinc","0","0"
"Moxico Amadoda Mining Limited","organization","critical_battery","1","0","9141","Nickel/Manganese/Zinc","1","0"
"Mululu Minerals Limited","organization","critical_battery","1","0","346","Quartz/Manganese/Silver","0","0"
"Mumbachala Mines Company Limited","organization","gemstones","1","0","928","Limestone (General)/Manganese/Quartz","1","0"
"Mulev Mining And Agricultural Multi Purpose Cooperative Society Limited","organization","gemstones","1","1","7","Manganese/Quartz/Silica","1","0"
"Mulala Farms Limited","organization","critical_battery","1","0","933","Manganese/Phosphorus-Phosphates/Lead","1","0"
"Mulberry Mining Company LIMITED","organization","critical_battery","1","0","183","Manganese/Silver/Zinc","0","0"
"Munalu Small Scale Mining Co-operative Society Limited","organization","critical_battery","1","1","7","Tantalum/Tin/Tungsten","1","0"
"Munkotachi Investments Limited","organization","gemstones","1","0","472","Limestone (General)/Lead/Iron Ore","0","0"
"Munyumakazi Mining Cooperative Limited","organization","critical_battery","1","1","7","Iron Ore/Manganese/Copper","0","0"
"Munjiwe Enterprises Limited","organization","critical_battery","1","0","891","Lead/Manganese/Silver","1","0"
"Munanzuki Resources","organization","gemstones","1","0","1085","Limestone (General)/Anhydrite/Quartz","0","0"
"Mundala Corporation Limited","organization","critical_battery","1","0","10144","Magnesium (Brucit)/Limestone (General)/Lead","1","0"
"MUKWARUWANDI MINING AND CONSTRUCTION LIMITED","organization","gemstones","1","0","80","Quartz/Kyanite/Tourmaline","1","0"
"Mukema Minerals Limited","organization","gold","1","0","8684","Iron Ore/Lead/Zinc","1","1"
"Mukoleku Security Services Limited","organization","critical_battery","1","0","64075","Silica/Rare EarthsElements/Platinum","0","0"
"MUKAPELWA SMALL SCALE MINING LIMITED","organization","gemstones","1","0","911","Manganese/Lead/Iron Ore","0","0"
"Mukala Mineral  Co-operation Society Limited","organization","gold","1","1","7","Gold/Copper/Cobalt","1","0"
"Mukanjaka Mining Industries Company Limited","organization","gemstones","1","1","117","Emerald","0","1"
"Mukoleku Security Services LTD","organization","critical_battery","1","0","4124","Platinum/Mineral Sands/Rare EarthsElements","1","0"
"Mukuni Mining Cooperative Society Limited","organization","gemstones","1","1","7","Tourmaline/Zinc/Copper","1","0"
"Mukuta Bulongo Multipurpose Society Limited","organization","gold","1","1","7","Gold","1","0"
"MUKUNGULE MULTI PURPOSE CO-OPERATIVE SOCIETY LIMITED","organization","gold","1","1","7","Gold/Copper","0","0"
"MUKULIKA MINING AND GENERAL DEALERS LIMITED","organization","gemstones","1","0","2048","Precious Gems/Quartz/Green tourmaline","1","0"
"Mukulu Mining Limited","organization","gemstones","1","1","77","Tourmaline/Emerald/Beryllium","1","0"
"Tundamo Gem Mine Limited","organization","gemstones","1","0","422","Tourmaline","1","0"
"Tunjile Multi-Purpose Co-operative Society Limited","organization","base_metals","1","1","7","Malachite/Copper","1","0"
"Tushiya Mining And General Trading Limited","organization","gemstones","1","0","2127","Quartz/Silica/Mica","1","0"
"Tulututwe Mining Limited","organization","critical_battery","1","0","957","Lead/Manganese/Zinc","1","1"
"Tumbo Mining And Exploration Limited","organization","critical_battery","1","0","10704","Silver/Platinum/Tin","0","0"
"Tumelo Mining Cooperative Society Limited","organization","gemstones","1","1","7","Iron Ore/Gold/Quartz","1","0"
"Twalubuka Mineral Resources Limited","organization","critical_battery","1","0","37","Manganese/Silver/Zinc","1","0"
"Twapenga mining and Prospecting Limited","organization","gemstones","1","1","155","Emerald","1","0"
"Twavwane Multi-Purpose Cooperative Society Limited","organization","gemstones","1","1","3","Emerald/Diamond/Manganese","1","0"
"Tusuwa Multipurpose Cooperative Society Limited","organization","gemstones","1","1","7","Beryllium/Feldspar/Amethyst","1","0"
"Twaboola Multi-purpose Co-operative Society Limited","organization","critical_battery","1","1","7","Iron Ore/Lead/Nickel","0","0"
"Twaima Youth Muilti Purpose Co-operative","organization","critical_battery","1","1","7","Manganese","1","0"
"Tripple M Mining Limited","organization","gold","1","0","6799","Gold/Zinc/Cobalt","1","1"
"Tropics Surveying Technical Services Limited","organization","critical_battery","1","0","1624","Gold/Manganese/Cobalt","0","0"
"True Ore Mines and Mineral (Zambia) Limited","organization","gemstones","1","0","195","Nickel/Sugilite/Zinc","0","0"
"Trenfort Investments Zambia Limited","organization","gemstones","1","0","318","Quartz/Gold/Tourmaline","1","0"
"Triad Logistics","organization","gemstones","1","0","9535","Limestone (General)/Manganese/Anhydrite","0","0"
"Triology Mining Limited","organization","gemstones","1","0","5897","Manganese/Iron Ore/Silver","1","0"
"TSAHAYI AUGUST LIMITED","organization","critical_battery","1","0","5099","Nickel/Manganese/Zinc","1","0"
"Tukali Youth Multi-Purpose Co-operative","organization","gold","1","1","7","Gold/Copper/Cobalt","0","0"
"Tukongote Mining Limited","organization","gemstones","1","0","137","Garnet/Gold/Quartz","0","0"
"True Ore Mines and Minerals (Tomm) Private Limited","organization","critical_battery","1","1","13","Manganese/Gold/Copper","1","0"
"TRUSTROCK RESOURCES LIMITED","organization","gemstones","1","0","1992","Silver/Manganese/Zinc","0","0"
"TRYTON CONSTRUCTION & ENGINEERING COMPANY LIMITED","organization","industrial_minerals","1","0","43","Limestone (General)/Dolomite","1","0"
"UPRISE INVESTMENT LIMITED","organization","base_metals","1","0","9732","Copper","1","0"
"USTAWI INVESTMENT LIMITED","organization","gemstones","1","0","77","Copper/Emerald/Zinc","0","0"
"V.L Coal Mine Company Limited","organization","gemstones","1","0","451","Tantalum/Granite/Tourmaline","1","0"
"Unito Limited","organization","gold","1","0","4147","Silver/Zinc/Gold","1","0"
"Uniwide Logistics Limited","organization","critical_battery","1","0","1685","Manganese/Iron Ore/Silver","0","1"
"Upper Hands Mining Co-operative Society Limited","organization","industrial_minerals","1","1","7","Quartz/Granite","1","0"
"Validus Mining Corporation Limited","organization","critical_battery","1","0","5244","Manganese/Lead/Zinc","1","0"
"VALZ MINERALS LIMITED COMPANY","organization","gemstones","1","0","765","Gold/Iron Ore/Manganese","0","0"
"VANBUROCK RESOURCES LIMITED","organization","critical_battery","1","0","19351","Iron Ore/Nickel/Gold","0","0"
"V.L Investment Company Limited","organization","gemstones","1","0","9111","Malachite/Lead/Nickel","0","0"
"Vade Ventures Limited","organization","gemstones","1","0","297","Rare EarthsElements/Nickel/Molybdenum","1","0"
"Valecrest Mining Limited","organization","gemstones","1","0","212","Copper/Manganese/Silver","1","0"
"Ula Minerals Limited","organization","critical_battery","1","0","6801","Silver/Nickel/Zinc","0","0"
"Uluse Minerals Limited","organization","gold","1","0","1628","Iron Ore/Zinc/Gold","0","0"
"Umetal Investments Limited","organization","gold","1","1","40","Gold/Copper","0","0"
"TWAYUKA MINING COOPERATIVE SOCIETY LIMITED","organization","gemstones","1","1","7","Limestone (General)/Lead/Nickel","1","0"
"TWEENDE CHILOBE MULTIPURPOSE COOPERATIVE SOCIETY LIMITED","organization","gemstones","1","1","7","Mica/Fluorine-Fluorite/Tourmaline","1","0"
"Ubuntu Small Scale Mining Company Limited","organization","critical_battery","1","0","905","Quartz/Nickel/Zinc","0","0"
"Unirite Investments Limited","organization","critical_battery","1","0","747","Manganese/Quartz/Iron Ore","1","1"
"United Alloys (Z) Limited","organization","critical_battery","1","1","47","Manganese","1","1"
"United Quarries Limited","organization","industrial_minerals","1","1","96","Limestone (General)","1","1"
"Umushili Earth Treasures Limited","organization","gemstones","1","0","635","Quartz/Lead/Zinc","0","0"
"Unified Mining Limited","organization","gold","1","1","13","Silver/Gold/Copper","1","0"
"Union Star Industry Limited","organization","base_metals","1","1","33","Zinc/Lead/Copper","0","1"
"Tasheni Mining and Engineering Solutions Limited","organization","critical_battery","1","0","15449","Nickel/Manganese/Silver","1","0"
"TAURUS MINERAL RESOURCES LIMITED","organization","gold","1","0","3207","Limestone (General)/Zinc/Gold","0","0"
"Tawakkal Mining Equipments & Auto Spares Limited","organization","gemstones","1","0","30460","Manganese/Limestone (General)/Tin","0","0"
"Tanda INVESTMENTS LIMITED","organization","gold","1","0","349","Gold/Copper/Cobalt","0","0"
"Tantalum Niobium Mining Company Limited","organization","gemstones","1","0","15979","Copper/Gold/Lead","0","0"
"Tasdemir Mining Limited","organization","critical_battery","1","0","15908","Lead/Manganese/Zinc","1","0"
"Techno Mines And Minerals Limited","organization","critical_battery","1","0","322","Gold/Manganese/Cobalt","1","0"
"Tedafluo Investment Company Limited","organization","critical_battery","1","0","9346","Scrap Mica/Quartz/Zinc","0","0"
"Tehila Milling Limited","organization","critical_battery","1","0","69059","Lead/Nickel/Zinc","1","1"
"Taysiir Investments Limited","organization","gold","1","1","13","Gold","1","0"
"Tayu Metals Mining Limited","organization","critical_battery","1","0","879","Iron Ore/Manganese/Quartz","1","0"
"Tecchinify Geographics Enterprise Limited","organization","gemstones","1","0","376","Gold/Malachite/Silver","0","0"
"SUSTAINABLE MINING ZAMBIA LIMITED","organization","gemstones","1","0","300","Mineral Sands/Nickel/Manganese","1","0"
"Swarna Metals Zambia Limited","organization","critical_battery","1","1","80","Manganese/Malachite/Nickel","0","0"
"Syra Enterprises Limited","organization","critical_battery","1","0","430","Limestone (General)/Manganese/Silica","0","1"
"Supix Minerals Limited","organization","critical_battery","1","0","2557","Lead/Manganese/Zinc","0","0"
"Surgitech Enterprise Limited","organization","critical_battery","1","0","850","Quartz/Manganese/Stone","0","0"
"Surya Biofuels Limited","organization","industrial_minerals","1","0","1588","Mineral Sands/Silica/Clay (General)","0","0"
"Tamarisk Investments Ltd","organization","gemstones","1","0","19616","Diamond","0","0"
"Tamjeth General Dealers Limited","organization","critical_battery","1","0","437","Iron Ore/Manganese/Gold","0","0"
"TANAROCK ENTERPRISES LIMITED","organization","gold","1","0","24578","Gold","0","0"
"Taelu Mining and Investments Limited","organization","gemstones","1","0","18798","Limestone (General)/Iron Ore/Gold","0","0"
"Taida Resources Limited","organization","gold","1","0","10","Malachite/Silver/Zinc","0","0"
"Taiyuan Mining Limited","organization","gemstones","1","0","4400","Manganese/Nickel/Limestone (General)","0","0"
"Tongxin Metal Company Limited","organization","gold","1","1","13","Gold/Lead/Cobalt","1","1"
"Top Feng Investments Limited","organization","energy_minerals","1","0","150","Coal","0","0"
"Top Stone Mining Limited","organization","gemstones","1","0","4873","Lead/Iron Ore/Manganese","1","0"
"TILITOSE CHIMUTENGO MULTIPURPOSE COOPERATIVE SOCIETY LIMITED","organization","gemstones","1","1","7","Nickel/Anhydrite/Zinc","1","0"
"Tirupati Investment Limited","organization","gemstones","1","0","45","Emerald/Quartz/Corundum","0","0"
"Titamenji Construction Limited","organization","gemstones","1","0","993","Phosphorus-Phosphates/Niobium (Columbium)/Nickel","1","0"
"Tradeco Mineral Resources Limited","organization","gemstones","1","0","398","Quartz/Tourmaline/Garnet","1","1"
"TRALCOM INVESTMENT LIMITED","organization","gemstones","1","0","401","Limestone (General)/Lead/Rare EarthsElements","0","0"
"Trendy Enterprise Limited","organization","gemstones","1","0","83","Emerald/Beryllium","1","0"
"Topglory Mining Company Limited","organization","critical_battery","1","1","27","Manganese","1","1"
"Towhid Trading Limited","organization","gold","1","1","7","Gold","0","0"
"Towing Logistic Limited","organization","gemstones","1","0","546","Manganese/Lithium/Nickel","1","0"
"Teviem Enterprises Limited","organization","gemstones","1","0","354","Iron Ore/Gold/Tourmaline","0","0"
"The Big Shofolo Enterprises Limited","organization","critical_battery","1","0","187","Tantalum/Iron Ore/Gold","0","0"
"The Diamond Rock Mining Limited","organization","critical_battery","1","0","11125","Limestone (General)/Lead/Silver","1","0"
"Temachi Mineral Resources Limited","organization","base_metals","1","0","8535","Iron Ore/Copper/Cobalt","0","1"
"TERRANEX RESOURCES LIMITED","organization","gold","1","1","94","Gold","0","0"
"Tertiary Minerals  Zambia Limited","organization","gold","1","0","4116","Iron Ore/Lead/Zinc","0","0"
"Tianyu Mining Zambia Limited","organization","industrial_minerals","1","1","1","Limestone (General)/Granite/Dolomite","1","0"
"Tikumbe Mining Limited","organization","base_metals","1","0","87","Copper","0","0"
"Tikumbe Tonse Investments Limited","organization","industrial_minerals","1","0","402","Limestone (General)/Sand and Gravel/Talc-Soapstone","0","0"
"The New Vision Newspapers Limited","organization","critical_battery","1","1","60","Zinc/Manganese/Lead","1","0"
"Thrio Consulting and Management Services Limited","organization","gemstones","1","0","100","Silver/Quartz/Zinc","1","0"
"Tianle Mineral Development Company Limited","organization","gemstones","1","0","2052","Manganese/Limestone (General)/Iron Ore","0","0"
"Zambian  Jiangte Mining  Company Limited","organization","gemstones","1","0","10194","Tantalum/Lithium/Tungsten","0","0"
"Zambian East Mining Corporation Ltd","organization","gemstones","1","0","7792","Manganese/Iron Ore/Zinc","1","0"
"Zambian Gold Tiger Construction and Materials Limited","organization","industrial_minerals","1","1","7","Limestone (General)/Granite/Dolomite","1","1"
"Zambezi Natural Stone Company Limited","organization","industrial_minerals","1","1","4","Talc-Soapstone","1","1"
"Zambia Investments Connections Limited","organization","gold","1","0","51300","Gold/Copper/Cobalt","0","0"
"Zambia Minerals Investment Corporation Limited","organization","unknown","1","0","1436","","0","0"
"Zambian West Mining Corporation","organization","critical_battery","1","0","42085","Silver/Manganese/Zinc","0","0"
"Zambo Industrial Company Limited","organization","critical_battery","1","1","30","Nickel/Mica/Manganese","1","0"
"Zambold Properties Limited","organization","critical_battery","1","0","1084","Silver/Selenium/Platinum Group Metals","0","0"
"Zambian Goldcommon Resources Holdings Ltd","organization","critical_battery","1","0","18237","Iron Ore/Nickel/Uranium","0","0"
"Zambian High light Mining Investment Limited","organization","critical_battery","1","0","5522","Iron Ore/Nickel/Uranium","1","0"
"Zambian North Mining Corporation Limited","organization","critical_battery","1","0","30723","Manganese/Uranium/Zinc","0","0"
"Yathu Resources Limited","organization","gold","1","0","2536","Iron Ore/Limestone (General)/Zinc","0","0"
"Yatu Equity Limited","organization","gemstones","1","0","3518","Manganese/Iron Ore/Tourmaline","1","0"
"Yida Mining Zambia Limited","organization","critical_battery","1","0","234","Manganese/Zinc/Lead","1","0"
"Yangzijiang Investments Limited","organization","gemstones","1","0","20062","Nickel/Mica/Zinc","0","0"
"Yasac Investments Limited","organization","critical_battery","1","0","90","Lead/Tin/Zinc","0","0"
"Yatani Holdings Limited","organization","critical_battery","1","0","16450","Manganese/Silver/Zinc","0","0"
"Zagema Mining and Mineral Trading Corperative","organization","gemstones","1","1","7","Sand and Gravel/Clay (General)/Aquamarine","1","0"
"ZAKOR Metals Ltd","organization","other","1","1","120","Malachite","1","1"
"Zambezi Mint Investment Limited","organization","critical_battery","1","0","36662","Nickel/Silver/Zinc","0","0"
"Yu Chuan Mining Zambia Limited","organization","gemstones","1","0","2697","Mica/Niobium (Columbium)/Fluorine-Fluorite","0","0"
"YUSEN INVESTMENTS LIMITED","organization","gemstones","1","0","1396","Platinum/Quartz/Manganese","1","0"
"Zaaminco Mining Limited","organization","critical_battery","1","0","9487","Manganese/Lead/Zinc","0","1"
"Zhongdi Mining Group Corp.Ltd","organization","critical_battery","1","0","31535","Silver/Manganese/Zinc","1","0"
"Zhonghe Investment Group Coorperation Limited","organization","gemstones","1","0","79205","Manganese/Nickel/Zinc","0","0"
"Zima Transport and Supply Limited","organization","critical_battery","1","0","6496","Nickel/Manganese/Quartz","1","0"
"ZDP Mineral Resources Limited","organization","critical_battery","1","0","480","Lead/Manganese/Gold","1","1"
"ZHEJIANG INTERNATIONAL ENGINEERING CONSTRUCTION COMPANY LIMITED","organization","construction_materials","1","0","530","Sand and Gravel/Granite","1","0"
"Zhixing Investment Limited","organization","gold","1","1","27","Gold/Copper","0","0"
"Zoomlion Copper Mine Company Limited","organization","critical_battery","1","0","3922","Manganese/Iron Ore/Quartz","1","1"
"Zumran Mining and Exploration Limited","organization","critical_battery","1","0","1755","Manganese/Zinc/Gold","1","1"
"Zuri Mineral Resources Limited","organization","critical_battery","1","0","3735","Nickel/Silver/Zinc","0","0"
"Zindi Mining Limted","organization","gemstones","1","0","235","Mineral Sands/Nickel/Limestone (General)","0","0"
"ZM and P (B.V.I) Holdings Limited","organization","critical_battery","1","1","26","Tantalum/Silver/Tin","0","0"
"Zoncor Mining Limited","organization","gold","1","1","7","Silver/Gold/Copper","1","0"
"Zametal Corporation Limited","organization","critical_battery","1","0","390","Manganese/Zinc/Cobalt","1","1"
"ZAMJIE TRANSPOTATION LIMITED","organization","critical_battery","1","0","2296","Nickel/Manganese/Zinc","0","0"
"ZAMKELA MINING LIMITED","organization","gemstones","1","0","20","Ruby/Quartz/Niobium (Columbium)","0","0"
"Zambull Mining Limited","organization","gemstones","1","0","701","Manganese/Lead/Rare EarthsElements","1","0"
"Zamchrom Investment Limited","organization","gemstones","1","0","399","Anhydrite/Gypsum/Lithium","1","0"
"Zamco Global Tradings Limited","organization","base_metals","1","0","17225","Silver/Zinc/Cobalt","0","0"
"ZANAVI INVESTMENTS GROUP LIMITED","organization","critical_battery","1","0","1109","Manganese/Lead/Zinc","0","0"
"Zao Mining Cooperative Society Limited","organization","gemstones","1","1","7","Quartz/Manganese/Rare EarthsElements","1","0"
"ZCCM IH Plc","organization","gemstones","1","0","35819","Manganese/Limestone (General)/Silver","1","0"
"Zamrock Investment Limited","organization","critical_battery","1","0","431","Manganese/Lead/Zinc","0","0"
"Zamroyal Investments Limited","organization","gemstones","1","0","220","Silica/Quartz/Tourmaline","0","0"
"Zamway Mining Limited","organization","gemstones","1","1","107","Emerald","1","1"
"W.M.M Investments Limited","organization","critical_battery","1","0","41010","Manganese/Lead/Nickel","0","0"
"Wabanganya Multipurpose Cooperative Society","organization","gemstones","1","1","7","Nickel/Magnesium (Brucit)/Rare EarthsElements","1","0"
"Wacha Mining Limited","organization","gemstones","1","0","52","Manganese/Quartz/Copper","1","1"
"Vortan Innovations Limited","organization","critical_battery","1","0","300","Manganese/Gold/Copper","1","1"
"Vundu Minerals Limited","organization","critical_battery","1","0","3092","Manganese/Silver/Zinc","1","1"
"Vyane Mult-Purpose Co-operative Society Limited","organization","critical_battery","1","1","7","Manganese/Lead/Nickel","1","0"
"Wang Sheng Mining Limited","organization","gemstones","1","1","111","Emerald","1","1"
"Wanshida International Investments Company Limited","organization","base_metals","1","1","7","Copper/Cobalt","0","0"
"WANTU RESOURCES COMPANY LIMITED","organization","gold","1","0","3636","Quartz/Gold/Copper","0","0"
"WALALAHA INVESTMENT LIMITED","organization","gold","1","1","26","Sand/Zinc/Iron Ore","1","0"
"Walson General Dealers Limited","organization","gold","1","0","1832","Gold","1","0"
"Wandsworth Company Limited","organization","gold","1","0","517","Granite/Iron Ore/Silver","0","1"
"Veridical Integrity Limited","organization","critical_battery","1","0","980","Manganese/Quartz/Silver","1","1"
